id,sentence,label
334,"for k ' s greater than 1 , the resulting sense is the weighted majority sense of the k nearest neighbours -- where each example votes its sense with a strength proportional to its closeness to the test example .",0
335,the sentence `` a nurse inspected each patient .,0
336,"( even the last move of a sequence of move events contains a stop event , because aircraft stop at the beginning of the runway , which is the last event of the taxiing , before they commence the takeoff .",0
337,our test queries are real world queries that express a concrete information need .,1
338,the value in column ' quality ' is the average acceptability for the abstract .,0
339,"its main strength lies on the development of the unl , as a unique semantic ( or meaning ) representation that can be interchanged with the various languages to be integrated in the kbmt system .",1
340,"( 1 ) if the english translation corresponds to only one symet , this symet is the solution .",0
341,screen copies of the ig interface during an authoring process of a vidal notice are given on figures 1 and at a given stage .,0
342,`` `` what is the eemail address ?,0
343,"for this analysis , we define constants from wordnet 1.6 as denoted in table 2 .",0
344,"the label normalization groups three components , which clean up and tokenize the input .",0
345,"5the ms tagset tends to follow the multext lexical description for french , modified within the grace action ( http : //www.limsi.fr/tlp/grace/doc/gtr-32.1.tex ) .",1
346,"finally , ternary expressions are highly amenable to rapid large-scale indexing , which is a necessary prerequisite of information retrieval systems .",0
347,"thus , a treecut corresponds to one of the levels of abstraction in the tree .",1
348,"5 ) informative , neutral and destructive phrasal terms are defined by means of mi ( oce , rel ) .",0
349,"• matching of the depth of the phrases in parse trees : 1 point • matching of the type of the phrases ( phrase types differ depending on surface cases and verb conjugations , etc ) : 1 point user question are summed up and normalized by the maximum matching score ( mms ) as follows ( the mms is the similarity score with the same sentence ) : the sum of scores of~ 2 phrase similarities ] the mms of ~ ( the mms of~ the user question ] × \the ku case ] the above score is given to the ku as its certainty score .",1
350,"learning : once the search ends , the weight vectors w~ and w~ are updated accordingly .",1
351,"the result is a lattice of possible realizations , representing both the preserved ambiguity from previous processing phases and multiple ways of linearizing the sentence .",0
352,an overview of hownet and information structure are described in this paper .,0
353,"in this case , the symbols are the pos tags ( ci ) that belong to the corresponding chunk ( si ) .",0
354,"njfun : a reinforcement learning spoken dialogue system diane litman , satinder singh , michael kearns and marilyn walker at & t labs -research 180 park avenue florham park , nj 07932 usa { diane , bavej a , mkearns , walker } @ research . att . com",1
355,) a statistical queries algorithm is a learning algorithm that constructs its hypothesis only using information received from an sq oracle .,1
356,ambiguity is a natural enemy of efficient language acquisition .,1
357,c is the current hypothesis .,1
358,one subfield is a set of propositions which the agent assumes for the sake of the conversation .,0
359,"in ideal circumstances , where the distribution of features in the training data accurately represents the true probability of the features , the performance of the model should increase asymptotically with each iteration of training until it eventually converges .",0
360,"the preliminary results have demonstrated that the integration of a concept network , a query reformulator , a standard search algorithm , an auto summarizer , and an optional tts engine indeed suits the current information seeking behavior and make search activities in websites more intuitive , as well as productive .",0
361,"one problem is the segmentation of chinese text , since chinese has no spaces between words .",0
362,"lazyboosting ( escudero et al. , 2000a ) , is a simple modification of the adaboost.mh algorithm , which consists of reducing the feature space that is explored when learning each weak classifier .",1
363,we argue that a finite-state model of natural language with ternary expressions is currently the most suitable combination for this task .,0
364,"in particular , consider a description l that consists of a list of constraints @ li ( x ) formulated in terms of a tuple of variables x and atomic conditions on those variables li ( x ) .",1
365,"a marked difference is that in rise , the rules are the instances in knn classification ( and due to the careful general±sat±on strategy of rise , they can be very instance-specific ) , while in rbm , the rules are the features by which the original instances are indexed .",0
366,in memory-based learning the training data is stored and a new item is classified by the most frequent classification among training items which are closest to this new item .,1
367,"the syntactic and partf-speech informations were obtained from the part of the corpus processed in the penn treebank project ( marcus et al. , 1993 ) .",0
368,"nineteen linguistic features were annotated , along with information about the referent of each mention .",0
369,the algorithm assumes the availability of a word sense inventory in one of the languages .,0
370,"section 4 describes and discusses the results obtained , while in the conclusions we propose some directions for future work .",0
371,"an extended architecture for robust generation* tilman becker , anne kilger , patrice lopez , peter poller dfki gmbh stuhlsatzenhausweg 3 d-66123 saarbriicken , germany { becker , kilger , lopez , poller } @ dfki , de",0
372,"section 3 then defines a notion of.structural compatibility that : is weaker than isomorphism ; section 4 shows that we can find plausible counterexamples even to this weaker formulation , and discusses why these passages occur .",1
373,another possible extension involves the inclusion of the speech topic .,0
374,"in addition , by no means is the unl system committed to event replication as it is the case of human translation .",0
375,"a sense tag ctag is in terms of a vector ( wl , w2 , ... , wn ) , where n is the vocabulary size and wi is a weight of word cw .",1
376,the ranks assigned by an evaluation measure produce equivalence classes of extract summaries ; each rank equivalence class contains summaries which received the same score .,1
377,"in other words , the corpora should have been built using the same stratified sampling method and with , if possible , randornised methods of sample selection .",0
378,these results seem to indicate that atelicity is a fairly good cue for present tense .,0
379,"in case a word is classified as belonging to more than one chunk type , preference will be given to the chunk type that occurs most often in the training data .",0
380,we take cue phrases `` as for '' or `` what is more '' to signal elaboration relations 3 .,0
381,"we can similarly define goodpotential 1 to0 ( s ) , and then define goodpotential ( s ) = max ( goodpotential 0 to_l ( s ) , goodpotential 1 to o ( s ) ) as we construct the rre-tree , we keep track of the largest goodness ( s ) we have encountered .",1
382,rsttool is a robust tool which facilitates manual analysis of a text 's rhetorical structure .,1
383,"comparison of sense distributions is now performed over synsets on all levels , not just over a small set on the top levels .",0
384,truly unmatched templates a truly unmatched template is a template that does not match any template in the other treebank even if we assume both treebanks are perfectly annotated .,1
385,our work exploits chunking in two principal ways .,0
386,"'rec' ( recall ) is the immber of correct events divided by the total mnnber of events which are selected by a human , and 'prec' ( precision ) stands for the number of correctevents divided by the number of events which are selected by our method .",1
387,overall accuracy : 94.88 % phrasal recognition ) is a fairly easy task .,0
388,the first of these is the problem of api 's from cots systems and gots systems .,0
389,"word segmentation is a natural by-product of large vocabulary mandarin speech recognition , and white space provides word boundaries for the english queries .",1
390,"the hyperonym problem revisited : concep , tual and : : lexical .",0
391,"for all phrase types , the system yields substantially better results than any previously published .",0
392,a name is defined as a proper_noun that contains at least one human word .,1
393,the first type represents inheritance relationships among elements within a single document .,0
394,"furthermore , the ' transport `` event is a ' crime ' and the manner is ' secret ' .",0
395,"its architecture is a pipeline with several modules , shown in the left hand part of figure 1 .",0
396,"i will call it the hyperonym problem [ . . . ] : when lemma a 's meaning entails lemma b 's meaning , b is a hyperonym of a .",1
397,requestvalue ( p ) : system requests a value for the paramter p. p e params ( ad ) u { atask } .,0
398,"since italian grammar is very different from the english one , some terms do not have an english equivalent and , hence , can not be translated .",0
399,"the other rules used by quarc look for a vari~we used a stopword list containing 41 words , mostly prepositions , pronouns , and auxiliary verbs .",0
400,"given a grunt , first he must examine the context to determine whether it is a back-channel or a filler , then determine whether it sounds affirmative or negative , and only then can he consider what the actual sound is , and his options are limited to picking one of the labels in the functional/semantic category .",0
401,"the main methodological considerations associated with our current work are : a ) how natural dialogues can be reliably annotated to allow independent comparisons and correlations of prosodic and structural features , b ) the identification and classification of units of dialogue that reflect the ' joint action ' feature of interactive discourse ( ie .",0
402,the domain-dependent knowledge used in this module consists of a unification-based lexicon and phrase structure rules .,1
403,clustering : the ability to cluster similar documents and passages to find related information .,1
404,"the latter verbs were chosen so that one of the verbs is a synonym , and the other a hypernym , of a test verb .",0
405,word sense disambiguation ( wsd ) is a central task in the area of natural language processing .,1
406,considering chunk tags within a contextual window of the target word raises a problem with c4 .5 .,0
407,the head of the np is a noun we also take into account its semantic classification in a large semantic hierarchy .,0
408,this corpus was derived from the singapore primary school chinese language textbooks .,0
409,"treebank and on-line interface following the above criteria and principles , we have already finished sinica treebank 1.0 .",0
410,he is the head of division and is a professor .,0
411,at first glance it appears that premise to goal is the preferred argmnentation strategy .,0
412,"our model of prominence is a simple local one similar to ( strube , 1998 ) .",0
413,the partial parser module then takes this updated text and breaks it into phrases while attempting to lexically disambiguate the text .,1
414,"le vidal ® includes a collection of notices , for .around• 5 5.00. dmgs..a~ailable .in france .",0
415,"furthermore , as this is the first indication of what the customer wants , the travel agent can not have a plan with detailed questions .",0
416,"the semantic classes used by quarc are shown below , along with a description of the words assigned to each class .",0
417,"the core of lextract is an extraction algorithm that takes a treebank sentence such as the one in figure 5 and produces the trees ( elementary trees , derived trees and derivation trees ) such as the ones in figure 3 .",1
418,svms can be regarded as an optimization problem ; finding w and b which minimize [ [ w [ [ under the constraints : yi [ ( w • xi ) + b ] > 1 .,1
419,"2 .2 .1 the lexicon there were two methods we used to construct the lexicon : open lexicon , which includes all words from the development set along with all determiners , pronouns , prepositions , particles , and conjunctions ( these words are essential to achieving good sentence segmentation ) , and closed lexicon , which includes all of the development and testing words 2 .",1
420,a string in a bilanguage corpus consists of sequences of tokens where each token ( wi-xi ) is represented with two components : a source word ( ] possibly an empty word ) as the first component and the target word ( possibly an empty word ) that is the translation of the source word as the second component .,1
421,the alignment form d is the best .,0
422,") is frequency , l is the set of left adjacent strings of x , tz~l and ill means the number of unique left adjacent strings .",1
423,schwarzschild 's covering proposal and van den berg 's assignment-set proposal are perfectly compatible .,0
424,"in particular , we get improved results by incorporating these features : ( i ) more extensive treatment of capitalization for unknown words ; ( ii ) features for the disambiguation of the tense forms of verbs ; ( iii ) features for disambiguating particles from prepositions and adverbs .",0
425,"the design of adam architecture is compatible with as many practices of dialogue annotation as possible , as well as approaches to annotation at different levels .",0
426,"in the text in figure 3 , the topic represented by seed-words ' trade-export-tariff-import ' is the main topic , and ' japan-japanese , ' ' hong kong , ' etc . , are subtopics .",0
427,"in addition to the cascaded processes there is a concept lexicon , accessible via a concept matcher : these modules , which are called by the construction process , find best matches for structures that can either be subsumed by a more complex concept or may represent still incomplete concepts .",1
428,"in this paper , we proposed a method for extracting key paragraph for summarization based on distinction between a topic and an event .",0
429,written chinese consists of rurming texts without word delimiters ; the first step is is to segment the text into chinese word sequences .,0
430,one is the direct hypernym of the other ) .,0
431,"further , our research shows that completeness is a problem .",0
432,"`` yet , it is true that `` -es `` is a valid suffix for the words `` flashes , `` `` catches , `` `` kisses , `` and many other words where the `` -es `` is preceded by a voiceless sibilant .",0
433,"the main source are the new drug authorizations ( autorisation de mise sur le march~ ) , regulatory documents written by pharmaceutical laboratories and approved by legal authorities .",0
434,"mandarin chinese presents a challenge for word-level indexing by lvcsr , because of the ambiguity in tokenizing a sentence into words ( as mentioned earlier ) .",0
435,"table 1 contains information about the number of examples , the number of senses , and the percentage of the most frequent sense ( mfs ) of these reference words , grouped by nouns , verbs , and all 21 words .",0
436,"using sortal constraints such as company and location , and restrictive constraints such as subject_of or same sentence .",0
437,"in the context of language learning , we address a logical approach to information extraction .",0
438,"as a matter of fact , the three never wrote a musical individually or as a single ties whose union or sum is the overall plural argument .",0
439,what ..differs are the word order andr the position of the nucleus accent .,0
440,"the penn treebank for example consists of trees with an additional coindexation relation , negra allows crossing branches and in verbmobil , an element ( a tree-like structure ) in the corpus might contain completely disconnected nodes .",1
441,"baseline 2 ) reaches the highest score in both languages , indicating that the combination of domain word frequency ( considered at step 1 of the algorithm ) and domain text frequency ( considered at step 2 ) is a good one .",0
442,bunt ( 1989 ) makes a distinction between factual information acts and dialogue control acts .,0
443,"once the input text has been split into clauses after applying the heuristic h1 , the next problem consists of the detection of the omission of the subject from each clause .",0
444,"for example , revision ( robin , 1994 ) is a technique for building semantic inputs incrementally .",1
445,"the resulting report ( klein et al. , 1998 ) describes more than 60 coding schemes , giving details per scheme on its coding book , the number of annotators who have worked with it , the number of annotated dialogues/segments/ utterances , evaluation results , the underlying task , a list of annotated phenomena , and the markup language used .",0
446,"with ecoc , monadic classes are replaced by codewords , i.e .",0
447,"godis is a small-scale prototype and as such it suffers from the familiar drawbacks of many experimental systems : its lexicons and databases are very small , and the domain knowledge is limited .",1
448,~doc denotes the number of documents .,1
449,"the knowledge sources for future identification of organizations are the accumulated lists of the organization names , the proper names of organizations and the organization types .",1
450,"the generation component consists of the following subcomponents : decomposition and lexlcal selection first , primitive lcses for words in the target language are matched against clcses , and tree structures of covering words are selected .",1
451,"when a coding module has been applied to a corpus , the result is a coding file .",0
452,"we use a manually created lexicon for patterns for agents , and a manually clustered verb lexicon for the verbs .",0
453,these measures are based on empirical counts of word occurrences and co-occurrences .,0
454,"dynamic user level and utility measurement for adaptive dialog in a help-desk system preetam maloor department of computer science , texas a & m university , college station , tx 77843 , usa preetam @ csdl.tamu.edu joyee chai conversational machines ibm t. j. watson research center , hawthorne , ny 10532 , usa jchai @ us.ibm.com",0
455,"in this formaldirectly expressing the choices which uniquely charism , the carrier of meaning is a choice tree ( called aeterize a given document in an homoge~cous class `` abstract tree ' ' in gf ) , a strongly typed object in of documents belonging to the same domain .",0
456,"as kilgarriff & rose ( 1998 ) note , even pearson~ x 2 is suitable without the hypothesis-testing link : given the non-random nature of words in a text , we are always likely to find frequencies of words which differ across any two texts , and the higher the frequencies , the more information the statistical test has to work with .",0
457,"fergus currently can perform punctuation and function word insertion , and morphology and lexical choice are under development .",1
458,"his approach to content selection and structuring does not provide a measure of evidence strength , which is necessary to implement several of the guidelines from argumentation literature we have examined .",0
459,"there is a need to study , along with learning and knowledge representation , inference methods that suit this framework ( kr97 ) .",0
460,"for example , the bigram probabilities of the language model may be estimated and updated with the corrected data .",0
461,frequency of answers : the frequency of occurrence of facts in a collection of documents has an impact on the performance of systems .,1
462,"one thing , however , is constant across all articles : the argumentative aim of every single article is to show that the given work is a contribution to science ( swales , 1990 ; myers , 1992 ; hyland , 1998 ) .",0
463,"however , in the current implementation , each qi consists of one proposition only .",0
464,d~jean ( 1998 ) uses an approach derived from harris ( 1951 ) where word-splitting occurs if the number of distinct letters that follows a given sequence of characters surpasses a threshoid .,0
465,m5 is the proposition that the name of the discourse entity b2 is `` pluto `` .,1
466,"for example , a corelex class aqu ( which represents a relation between artifact and quantity ) contains words such as `` bottle '' , `` bucket '' and `` spoon '' .",1
467,= b ( o ) + max ( ocob # ) obj~class where o is the specification of an object in class .,1
468,"defined as `` an optimized body of coordinated on-line methods and resources that enable and maintain a person 's or an organization 's performance , `` epss interventions range from simple help systems to intelligent wizard-types of support .",1
469,"102 one of the most well-known models of this type is the bdi model , see allen ( 1994 ) .",0
470,the generation process consists of a series of structure mappings between adjacent strata until the smorph stratum is reached .,1
471,"although the effect of discourse markers in other languages might not be too prominent , there is a great necessity to study discourse markers in chinese in order to capture the major associated rhetorical patterns in chinese texts .",0
472,the semantic and syntactic information is coded as shown in figure 2 ( using xml tags ) .,0
473,"if the phrasal term ab has a high mi ( ab , rel ) value in contrast with mi ( a , rel ) and mi ( b , rel ) , this is the ease where phrasal terms are effective .",0
474,"we discuss these concepts and the way they are implemented in the architectural framework of the adam corpus , which is a corpus of 450 italian spontaneous dialogues .",1
475,a keyword list is a portion of the study corpus word list .,1
476,keywords compares a word list extracted from what has been called ' the study corpus ' ( the corpus which the researcher is interested in describing ) with a word list made from a reference corpus .,1
477,s+ and s are the sets of good and bad states respectively .,1
478,"note that if the modifying nonterminals were generated completely independently , the model would be very impoverished , but in actuality , by including the distance and subcat frame features , the model captures a crucial bit of linguistic reality , viz. , that words often have welldefined sets of complements and adjuncts , dispersed with some wellined distribution in the right hand sides of a ( context-free ) rewriting system .",0
479,"multilingual summary generation in a speech-to-speech translation system for multilingual dialogues* jan alexandersson , peter poller , michael kipp , ralf engel dfki gmbh stuhlsatzenhausweg 3 66123 saarbrficken { alexanders son , poller , engel , kipp } @ dfki , de",0
480,"nitrogen ' s input , abstract meaning representation ( amr ) , is a labeled directed graph written using the syntax for the penman sentence plan language ( penman 1989 ) .",1
481,"2 • given an activated concept , which more general lexical items are considered in tile choice process ; are there any restrictions on . -lexical inheritance- ? . . . . . . . . . o how is the eventual choice from the set of candidate lexical items being made ?",0
482,"as for the second point , we doubt the appropriateness to use the word ' s distribution as a measure of combination of two models .",0
483,"introduction wordsmith tools ( scott , 1998 ) offers a program for comparing corpora , known as keywords .",1
484,"we present such a component : a fast and robust morphological generator for english based on finite-state techniques that generates a word form given a specification of the lemma , part-of-speech , and the type of inflection required .",0
485,remedy is the template that is used to generate natural language responses and explanations corresponding to a particular goal .,1
486,'f/a ' shows false alarm rate and 'fi ' is a measure that balances recall and precision .,1
487,extrapositions are the linguistic means in german to separate sense units .,1
488,"in this way , a par schema for the action enter may actually translate into an animation par for walking into a certain area .",0
489,"when two evaluation measures produce nearly the same ranking of the summary set , the rank correlation will be near 1 and a scatterplot of the two rankings will show points nearly lying on a line with slope 1 .",0
490,"for example , ( a , adv , d ) is a dependency type expressing the relationship between words in expression `` very large '' where `` very '' is a depending adverb and `` large '' is a head adjective .",0
491,"35 ) /shi/ /sheng/ teacher student teacher and student intuitively , there is a relationship , i.e. , 9-f ( /bing/ , and ) , between the two concepts denoted by the two words .",0
492,the color intensity of the dot also represents the degree of relevance .,0
493,"thus , as long as the goal of the realizer is to enmlate as closely as possible a given corpus ( rather than provide a maximal range of paraphrastic capability ) , then our approach can be used for evaluation , r as in the case of machine translation , evaluation in generation is a complex issue .",1
494,"still , the probability of node 1 is quite low ( i.e. , there is a high belief in its negation ) .",0
495,"figure 1 : aggregation examples of ( mellish et al . , 1998a ) which uses a joint relation to connect every two text spans that do not have a semantic relation other than objectattribute elaboration and conjunct/disjunct in between .",0
496,for complex requests the dialogue manager needs an information structure that holds the parameters needed before successful access of the background system can be performed .,0
497,"preliminary results 1 across three language-specific falcon 2 systems show that , with one exception , the derived measures consistently yield the same performance ranking : haitian creole at the low end , arabic in the middle , and spanish at the high end .",0
498,"for example , in the sentence in figure 2 , the subject jane is predicted conditioning on the head of the vp , which is the modal wdl , as opposed to the more semanticallycontent-rich kill .",0
499,"we address the issue of ' topic analysis , ' by which is determined a text ' s topic structure , which indicates what topics are included in a text , and how topics change within the text .",1
500,document # 3 : mike smith is a programmer for xyz corporation .,1
501,"d 's pleasant aspects overweight unpleasant ones ) , then the neededand must-factors will first be checked from the point of view of their negative aspects ( `` to what harmful consequences or punishments d would lead ?",0
502,semantically annotated documents are accessed using the vocabulary provided by a domain-specific ontology .,0
503,"speech acts have no propositional content , thus in the context of the current dialogue history and the state of the application description , they are translated into dialogue primitives , which have content , for example , the name of a parameter and a potential value for this parameter .",0
504,we assume that in the spoken dialog a sentence consists of slightly related subphrases .,0
505,the ripper rule induction algorithm is adopted for the selection of the underlying rules .,0
506,"a more error-driven approach is the use of hybrid language models , in which some detection mechanism ( e . g .",0
507,"that similar words occur in similar contexts , i formalise this in a slightly different way : each word defines a probability distribution over all contexts , namely the probability of the context given the word .",1
508,more interesting is the fact that some node transitions will certainly be different from others in their practical implementation and this should probably be factored into the cost calculation .,0
509,the existence of a single-character string is the necessary but not sufficient condition for a new word .,0
510,"each participant is to return a ranked list of the five best answer strings for each question , where each answer string is a string of 50 bytes ( or 250 bytes ) that contains an answer to the question .",1
511,we suspect that some of these errors may be systematic due to the properties of the language model used or due to language specific properties .,0
512,"to test the conjecture , for each english query term , a native speaker in chinese or spanish manually checked whether the bilingual lexicon contains a correct translation for the term in the context of the query .",0
513,we have presented a system for grammar extraction that produces an ltag from a treebank .,0
514,"our assumption is that , if a semantic concept is systematically related to another concept , words that have one sense under one concept ( sub ) tree are likely to have another sense under the other concept ( sub ) tree .",0
515,"if that is the case , the posterior probability of the values used are reinforced in each of the parameters , and if they achieve a certain threshold , they are retained as the current values , otherwise the previous values are kept .",0
516,"b1 , b2 and b3 are the break-related nodes .",0
517,we define a synonymy relation as a binary relation between two synonym terms ( with respect to • a particular sense ) .,1
518,"in other words , they provide the conditional probability of a word given with the previous word sequence , p ( wilw~-l ) , which shows the prediction of a word in a given context .",1
519,we can confirm that a term is good to discriminate subject concepts if relevant documents contain such terms and non-relevant documents do not contain them and that a term is noisy if the situation is the opposite .,1
520,"a measure of semantic complexity for natural language systems shannon pollard*and alan w. biermann department of computer science , duke university box 90129 , d224 , lsrc , durham , nc 27708-0129 office : ( 919 ) 660-6583 fax : ( 919 ) 660-6519 e-mail : shannon @ cs.duke.edu",0
521,"for example , for the feature lthnext-word ( the first word after the word sequence ) , its value is the top 500 words ( ordered by frequency ) that can appear after a person name .",0
522,"we concentrate on the description of word order parameters , which reject the basic order in which constituents occur in different languages .",1
523,"in order to provide a better estimate of how close two discourse trees were , we computed positiondependent and -independent recall and precision figures for the sentential level ( where units are given by edus and spans are given by sets of edus or single sentences ) ; paragraph level ( where units are given by sentences and spans are given by sets of sentences or single paragraphs ) : and text level ( where units are given by paragraphs and spans are given by sets of paragraphs ) .",1
524,lt ttt is a good tradeff between the rapidity of cass and the rich formalism of xfst .,1
525,"grammar specialization is here given a novel formulation as an optimization problem , in which the search is guided by a global measure combining coverage , ambiguity and grammar size .",0
526,the latter situation is the most difficult to handle since time evolution needs to be considered .,0
527,"in this representation , m2 is the proposition that the discourse entity b2 is a member of class dog .",1
528,"to avoid the burden of reading such long and complex sentences , we have developed the phrase-representation summarization method , which represents the outline of a document by a series of short and simple expressions ( `` phrases '' ) that contain key concepts .",1
529,"the first extraction rule defines a noungroup as a sequence consisting of : an optional possessive pronoun or determiner , any number of adjectives , one or more nouns ( of any type ) .",1
530,fg is the french translation of the brown corpus rendered by the mt system gl ; gg is the german translation by gl ; sg is the spanish translation by gl ; ss is the spanish translation by the mt system sys ; and msp is the merged spanish translations from both nit systems .,1
531,the column labeled idf is the mean idf for the terms in each bin .,1
532,"the part inside the bold sub-frame is the input to the sentence planner last year , the most atypical sales variations from one month to the next occurred for : ® birch beer with a 42 % national increase from september to october ; ® diet soda with a 40 % decrease in the eastern region from july to august .",0
533,this set defines the domain of expressed syntactic information ( instead of projected or inherited information ) .,0
534,"the symbol `` + `` stands for set union , therefore a+b-b means that the training set is a union b and the test set is b .",1
535,the key to our system is a wsd method for open text .,0
536,"he defines also a new measure , called success rate which indicates if a question has an answer in the top ten documents returned by a retrieval system .",1
537,statistical dependency structure analysis is defined as a searching problem for the dependency pattern d that maximizes the conditional probability p ( dib ) of the in20 put sequence under the above-mentioned constraints .,1
538,"resolving the ambiguity of words is a central problem for large scale language understanding applications and their associate tasks ( ide and v4ronis , 1998 ) , e . g . , machine translation , information retrieval , reference resolution , parsing , etc .",0
539,"for example , the golem algorithm ( muggleton and feng , 1990 ) used relative least general generalisation ( rlgg ) .",0
540,"in } ( ~ ) d : a set of 3-tuple in the form of { governor , dependant , dependency-relation } , which represents dependency relations between blocks .",0
541,the unconditional distribution obtained from the observed distribution of scfs in the 20 m words of bnc is shown in figure 2 .,0
542,"in ( turmo et al. , 1999 ) , the concept of s-set has been presented as a syntactic relation generalization , and a distance measure has been based on this concept .",1
543,"second , lextract can build derivation trees for each sentence in the corpora .",0
544,"in particular we experimented the `` boolean phrase '' modality , which allows the user to submit queries with keywords composed by means of logical operators .",1
545,this algorithm has been implemented in an experimental nlg program using profit .,0
546,"to the author 's knowledge , this parser is one of the largest scale chinese parser ever implemented in the world .",0
547,keyword based search is a special case where the user specifies one or more keywords which they want to find in a document .,1
548,"speech and language technology researchers have used wordbigram and n-gram models in speech recognition , and variants of pos-bigram models for partf-speech tagging .",0
549,"table 1 ) , rbm ' s classification is very speedy .",0
550,"for example , if the user 's first query were `` i want to go to denver next friday morning , returning the following wednesday , `` the system would record that this is a round trip flight and would save the return date ( unresolved , in case there was a recognition error on the forward leg date ) in the user model .",0
551,"when a lexical item is selected in the language production process , it needs to be explained why none of its superordinates gets selected instead , since their applicability conditions are fulfilled all the same .",0
552,the resulting curve is a measure of the correlation between the true probability distribution and the one given by the classifier .,0
553,dunning ( 1993 ) reports that we should not rely on the assumption of a normal distribution when performing statistical text analysis and suggests that parametric analysis based on the binomial or multinomial distributions is a better alternative for smaller texts .,0
554,"a qa system will return : cp however , an ae system will return all the sentences in the text that directly answer the question , among them ( 1 ) .",1
555,"desam ( pala et al. , 1997 ) , the annotated and fully disambiguated corpus of czech newspaper texts , has been used as the source of learning data .",1
556,the productivity is the ratio of the number of candidates to the size of the collection .,0
557,the dm knows about ( and thus can treat or react on ) m different semantic objects .,0
558,"continuous speech recognition ( csr ) 9 for audio indexing , followed by text retrieval techniques .",0
559,"the latter are explicitly represented in his system as a . list of attributes 'to communicate about an entity ' , which is a subset of the overall knowledge the system has of that entity .",1
560,in what follows we describe and exemplify a dialogue system with separate modules for dialogue management and domain knowledge management .,0
561,"perplexity is a good indicator of z ( hi , s ) where a ( i , ss , l ) gives the partition for the current position , b ( s , t ) gives the partition for the current word pair , and following the usual convention , aa ( i , j~ ,0 , s ( s , t ) is zero if these are undefined .",1
562,"the root node corresponds to the null rre , and so the position set consists of the beginning of each string in the training set .",1
563,each timeout has a reward and a punishment .,0
564,"following miller et al . , 1999 , the ir system ranks documents according to the probability that a document d is relevant given the query q , p ( d is r iq ) .",1
565,"highlight ( thomas et al . , 2000 ) is a generalpurpose ie engine for use in commercial applications .",1
566,"for instance , if the command is `` go to the crew hatch and open it `` and the crew hatch is already open , the interface has the option of informing the user that there is a problem without-first carrying out the `` go to `` action .",0
567,"such sactually , cousin is one of the three relations which indicate the grouping of related senses of a word .",1
568,"in this section , we present our machine learning approach to question answering .",0
569,our results indicate that machine learning is an effective approach to improving the accuracy of discourse marker tagging .,0
570,"stop is a different type of application in that ( 1 ) there are many possible leaflets which can be generated ( and the system can not tell which is best ) , and ( 2 ) no human currently writes personalised smoking-cessation leaflets ( because manually writing such leaflets is too expensive ) .",1
571,"using clustering techniques and features reflecting the diglossia phenomenon , we have successfully discriminated registers in modem greek .",0
572,what is the net worth of bill gates ?,0
573,this is the reason for many researchers having focused on massive acquisition of lexical knowledge and semantic information from pre-existing lexical resources as automatically as possible .,0
574,"the class artifact / attribute / substance for instance includes a number of nouns ( `` chalk , charcoal , daub , fiber , fibre , tincture '' ) that refer to an object that is at the same time an artifact made of some substance and that is also an attribute .",0
575,"however it is not clear whether , or where , it is a good measure , and there is some evidence that it does not match our intuitions ( kilgardff and rose 1998 , kilgarriff in press ) .",0
576,the tree representations and the metrics can now be used to predict the prosody of a sentence .,0
577,3 . 1 . 3 alignment/decomposition the heart of the lexical access algorithm is the decomposition process .,0
578,such a person name can not be recognized in person name extraction because it does not begin with a surname or first character of transliterated person names .,0
579,"unlike the voting algorithms , the classifiers do not require a uniform input .",0
580,i believe that the strategy followed by es99 is a good starting point for investigating how far one can go in resolving individual and abstract anaphors in dialogues on the basis of the local contexts in which the anaphors occur .,0
581,section 2 describes parse selection and discusses the `` compositional '' statistical features employed in a maximum entropy approach to the task .,0
582,"if it is a definite noun phrase , then the head noun string is matched against that of previous nps .",0
583,"that is , `` mikettei no ( of indecision ) , `` represents the situation of a problem .",0
584,"the task is to find rc , a most possible sequence of duples formed by base phrase tags and boundary tags , among the pos sequence t . rc = ( < ro , co > . . . . . . . . < rn , cn > ) , in whil~h ri ( l < i < =n ) indicates the boundary tags , ci represents the base phrase tags .",1
585,"this corpus has been pos-tagged with the help of annotation tools developed in the multext project ( armstrong , 1996 ) ; sentences and words are first segmented with mtseg ; words are analyzed and lemmatized with mmorph ( petitpierre and russell , 1998 ; bouillon et al . , 1998 ) , and finally disambiguated by the tatoo tool , a hidden markov model tagger ( armstrong et al . , 1995 ) .",1
586,llr can be used in a form ( -2loga ) which is x 2 distributed .,0
587,two measures that can be used in generating confidence scores are proposed in this section .,0
588,a graph-based operator defines a transformation on a multi-document graph ( mdg ) g which preserves some of its properties while reducing the number of nodes .,1
589,the method provides a unified framework based on mbl .,0
590,"when human-generated ground truths are available , perhaps some combination of recall and the content-based measures could be used .",0
591,"the inductive logic programming learning method that we have developed enables us to automatically extract from a corpus n-v pairs whose elements axe linked by one of the semantic relations defined in the qualia structure in gl , and to distinguish them , in terms of surrounding categorial context from n-v pairs also present in sentences of the corpus but not relevant .",1
592,mt systems were examined in light of the outputs of translation and the types of errors that can be generated by the translation engine .,0
593,this paper realizes a practical system for chinese parsing by using a hybrid model of phrase structure partial parsing and dependency parsing .,0
